Name,Address,City,State,Dave Score,Community Score,Score Diffrence,Number of Reviews,Url,Date
Pica's Restaurant of Upper Darby,7803 West Chester Pike, , PA,7.80,8.10,0.30,37,https://onebite.app/restaurant/picas-restaurant-of-upper-darby-pa-862b0f24,10/26/2020
Anthony's Pizza VI,72 Somerset Village Ctr, Charles Town, WV,4.20,6.20,2,6,https://onebite.app/restaurant/anthonys-pizza-vi-charles-town-wv-82fcf480,10/23/2020
Brother's Pizzeria and Italian Restaurant,114 Patrick Henry Way, Charles Town, WV,5.80,6.80,1.00,11,https://onebite.app/restaurant/brothers-pizzeria-and-italian-restaurant-charles-town-wv-a8bc3d26,10/23/2020
Circles and Squares,2513 Tulip St, Philadelphia, PA,8.20,8.50,0.30,93,https://onebite.app/restaurant/circles-and-squares-philadelphia-pa-9d4aa952,10/22/2020
In Riva,4116 Ridge Ave, Philadelphia, PA,6.70,7.80,1.10,19,https://onebite.app/restaurant/in-riva-philadelphia-pa-978020b1,10/19/2020
Allegro Pizza and Grill,3942 Spruce St, Philadelphia, PA,6.60,6.20,-0.40,27,https://onebite.app/restaurant/allegro-pizza-and-grill-philadelphia-pa-fa454928,10/15/2020
Pizza Jawn,4330 Main St, Philadelphia, PA,8.10,8.00,-0.10,62,https://onebite.app/restaurant/pizza-jawn-philadelphia-pa-d385384a,10/14/2020
Joe's Pizza,8539 Sunset Blvd, West Hollywood, CA,7.60,7.50,-0.10,45,https://onebite.app/restaurant/joes-pizza-west-hollywood-ca-f5543541,10/13/2020
Conte's Pizza,339 Witherspoon St, Princeton, NJ,8.90,8.30,-0.60,286,https://onebite.app/restaurant/contes-pizza-princeton-nj-04b9c277,10/12/2020
LaScala's Pronto,1501 Spring Garden St, Philadelphia, PA,6.10,6.70,0.60,28,https://onebite.app/restaurant/lascalas-pronto-philadelphia-pa-8c0d4eba,10/8/2020
Wood Street Pizza,325 N 12th St, Philadelphia, PA,8.10,7.90,-0.20,124,https://onebite.app/restaurant/wood-street-pizza-philadelphia-pa-0c17e0d3,10/7/2020
Pietro's Italian,1714 Walnut St, Philadelphia, PA,7.40,7.70,0.30,64,https://onebite.app/restaurant/pietros-italian-philadelphia-pa-f94f4f89,10/6/2020
Zio's Brick Oven Pizza,111 S 13th St, Philadelphia, PA,6.80,7.00,0.20,47,https://onebite.app/restaurant/zios-brick-oven-pizza-philadelphia-pa-455a78c9,10/5/2020
Enjay's Pizza,210 S 40th St, Philadelphia, PA,6.80,7.70,0.9,8,https://onebite.app/restaurant/enjays-pizza-philadelphia-pa-cd24166b,10/1/2020
Giovani's Bar & Grill,1533 Chestnut St, Philadelphia, PA,7.40,7.50,0.10,58,https://onebite.app/restaurant/giovanis-bar-and-grill-philadelphia-pa-11f51bea,9/30/2020
Zack's Pizza,79 N Main St, Randolph, MA,7.7,8.1,0.4,28,https://onebite.app/restaurant/zacks-pizza-randolph-ma-757f14db,#N/A
Axis Pizza,20 S 36th St, Philadelphia, PA,6.20,5.70,-0.50,19,https://onebite.app/restaurant/axis-pizza-philadelphia-pa-cb4da1a3,9/29/2020
Mineo's Pizza House,2128 Murray Ave, Pittsburgh, PA,7.10,7.50,0.40,126,https://onebite.app/restaurant/mineos-pizza-house-pittsburgh-pa-5da1538a,9/28/2020
Aiello's Pizza Squirrel Hill,2112 Murray Ave, Pittsburgh, PA,6.10,7.40,1.30,93,https://onebite.app/restaurant/aiellos-pizza-squirrel-hill-pittsburgh-pa-a31b6304,9/25/2020
Benny Fierro's,1906 E Carson St, Pittsburgh, PA,6.40,7.50,1.10,84,https://onebite.app/restaurant/benny-fierros-pittsburgh-pa-af86b971,9/23/2020
Gennaro’s Pizza,1417 E Carson St, Pittsburgh, PA,6.70,6.60,-0.10,26,https://onebite.app/restaurant/gennaros-pizza-pittsburgh-pa-9adb4f28,9/22/2020
Pizzeria Stella,420 S 2nd St, Philadelphia, PA,7.10,7.80,0.70,51,https://onebite.app/restaurant/pizzeria-stella-philadelphia-pa-c6b34356,9/21/2020
ANGELINO'S RESTAURANT,849 N 25th St, Philadelphia, PA,7.90,7.80,-0.10,40,https://onebite.app/restaurant/angelinos-restaurant-philadelphia-pa-ac162814,9/18/2020
Fiori's Pizzaria,103 Capital Ave, Pittsburgh, PA,7.80,8.10,0.30,223,https://onebite.app/restaurant/fioris-pizzaria-pittsburgh-pa-0787a3c4,9/17/2020
Beto's Pizza,1473 Banksville Rd, Pittsburgh, PA,7.20,7.30,0.10,104,https://onebite.app/restaurant/betos-pizza-pittsburgh-pa-773e1c24,9/16/2020
Juliano's Restaurant & Catering,5476 Steubenville Pike, McKees Rocks, PA,7.50,7.40,-0.10,50,https://onebite.app/restaurant/julianos-restaurant-and-catering-mckees-rocks-pa-e5c5f361,9/15/2020
BarDough,350 W 46th St, New York, NY,7.10,7.70,0.60,19,https://onebite.app/restaurant/bardough-new-york-ny-4c536f45,9/11/2020
Primavera Pizza,54 S Erie Ave, Montauk, NY,7.60,6.70,-0.90,13,https://onebite.app/restaurant/primavera-pizza-montauk-ny-38ae5751,9/8/2020
Pizza Collective,2060 Broadway, New York, NY,7.60,6.80,-0.80,24,https://onebite.app/restaurant/pizza-collective-new-york-ny-d8eba684,9/4/2020
Pop's Pizzas,301 W 57th St, New York, NY,7.50,7.70,0.20,41,https://onebite.app/restaurant/pops-pizzas-new-york-ny-54e3076e,9/3/2020
La Capannina,364 Montauk Hwy, Wainscott, NY,7.60,7.60,0.00,25,https://onebite.app/restaurant/la-capannina-wainscott-ny-6d01ebb1,9/2/2020
Jimmy Max,280 Watchogue Rd, Staten Island, NY,7.7,7.9,0.2,28,https://onebite.app/restaurant/jimmy-max-staten-island-ny-f829d024,#N/A
Jimmy Max,280 Watchogue Rd, Staten Island, NY,7.7,7.9,0.2,28,https://onebite.app/restaurant/jimmy-max-staten-island-ny-f829d024,#N/A
Villa Milano,168 Plandome Rd, Manhasset, NY,7.10,7.70,0.60,29,https://onebite.app/restaurant/villa-milano-manhasset-ny-c73f8251,8/26/2020
Salvatore's,124 Shore Rd, Port Washington, NY,7.60,8.60,1.00,76,https://onebite.app/restaurant/salvatores-port-washington-ny-fa869fcd,8/25/2020
Pennachio's,460 County Rd 111, Manorville, NY,7.50,7.10,-0.40,33,https://onebite.app/restaurant/pennachios-manorville-ny-7ba6a187,8/24/2020
P & G Pizza and Deli,20 County Rd 39, Southampton, NY,7.10,7.50,0.40,17,https://onebite.app/restaurant/p-and-g-pizza-and-deli-southampton-ny-2ed70db0,8/21/2020
Fierro's Pizza,104 Park Pl, East Hampton, NY,7.40,7.30,-0.10,18,https://onebite.app/restaurant/fierros-pizza-east-hampton-ny-f85ede2a,8/19/2020
Astros Pizza Amagansett,237 Main St, Amagansett, NY,6.80,7.00,0.2,8,https://onebite.app/restaurant/astros-pizza-amagansett-amagansett-ny-e22dd0e2,8/13/2020
Dive Bar Pizza,2095 Montauk Hwy, Amagansett, NY,8.40,8.40,0.00,74,https://onebite.app/restaurant/dive-bar-pizza-amagansett-ny-0b77172b,8/12/2020
Pizza Village,700 Montauk Hwy, Montauk, NY,7.30,6.50,-0.80,45,https://onebite.app/restaurant/pizza-village-montauk-ny-942a11e4,8/11/2020
Sausages Pizza & Pastabilities,781 Montauk Hwy, Montauk, NY,6.10,7.00,0.90,14,https://onebite.app/restaurant/sausages-pizza-and-pastabilities-montauk-ny-333cebfc,8/10/2020
Moby's,341 Pantigo Rd, East Hampton, NY,7.90,7.80,-0.1,6,https://onebite.app/restaurant/mobys-east-hampton-ny-589843e7,8/8/2020
Colombo's Cafe & Pastries,544 Main St, Barnstable, MA,7.40,7.40,0.00,29,https://onebite.app/restaurant/colombos-cafe-and-pastries-barnstable-ma-c45c499b,8/6/2020
Craigville Pizza & Mexican,618 Craigville Beach Rd, Barnstable, MA,5.90,6.60,0.7,8,https://onebite.app/restaurant/craigville-pizza-and-mexican-barnstable-ma-614984ea,8/5/2020
Craigville Pizza & Mexican,618 Craigville Beach Rd, Barnstable, MA,5.90,6.60,0.7,8,https://onebite.app/restaurant/craigville-pizza-and-mexican-barnstable-ma-614984ea,8/5/2020
Jack's Lounge,373 W Main St, Barnstable, MA,5.80,6.00,0.2,9,https://onebite.app/restaurant/jacks-lounge-barnstable-ma-ce3af985,8/4/2020
New England Pizza House #1,187 W Main St, Barnstable, MA,7.20,7.00,-0.2,9,https://onebite.app/restaurant/new-england-pizza-house-1-barnstable-ma-832c82c2,7/29/2020
Pizza Barbone,390 Main St, Barnstable, MA,6.80,7.50,0.70,32,https://onebite.app/restaurant/pizza-barbone-barnstable-ma-16981c7b,7/27/2020
Palio Pizzeria,435 Main St, Barnstable, MA,6.30,7.50,1.20,53,https://onebite.app/restaurant/palio-pizzeria-barnstable-ma-526532d2,7/23/2020
British Beer Company,412 Main St, Barnstable, MA,6.80,7.10,0.30,10,https://onebite.app/restaurant/british-beer-company-barnstable-ma-66553dcc,7/22/2020
Crust,2258 Professor Ave, Cleveland, OH,6.70,7.10,0.40,39,https://onebite.app/restaurant/crust-cleveland-oh-d23e293c,7/16/2020
Edison's Pizza Kitchen,undefined W 117th St, Cleveland, OH,5.10,7.40,2.30,53,https://onebite.app/restaurant/edisons-pizza-kitchen-cleveland-oh-cea944a5,7/15/2020
Vincenza's Pizza & Pasta,603 Prospect Ave E, Cleveland, OH,7.60,7.40,-0.20,50,https://onebite.app/restaurant/vincenzas-pizza-and-pasta-cleveland-oh-40c42960,7/14/2020
Il Rione,1303 W 65th St, Cleveland, OH,7.70,8.50,0.80,130,https://onebite.app/restaurant/il-rione-cleveland-oh-fa481190,7/13/2020
Columbia Inn,29 Main Rd, Montville, NJ,8.70,8.30,-0.40,218,https://onebite.app/restaurant/columbia-inn-montville-nj-e2bea950,7/10/2020
Vince the Pizza Prince,600 Pittston Ave, Scranton, PA,7.50,7.20,-0.30,26,https://onebite.app/restaurant/vince-the-pizza-prince-scranton-pa-6966b6ff,7/9/2020
Alfredo’s Pizza,1040 S Washington Ave, Scranton, PA,7.40,6.70,-0.70,84,https://onebite.app/restaurant/alfredos-pizza-scranton-pa-cd713d02,7/7/2020
Maroni's Pizza,1345 St Ann St, Scranton, PA,7.50,7.70,0.20,39,https://onebite.app/restaurant/maronis-pizza-scranton-pa-37cf8f82,7/6/2020
Sabatini’s Pizza,1925 Wyoming Ave, Exeter, PA,7.90,7.90,0.00,117,https://onebite.app/restaurant/sabatinis-pizza-exeter-pa-7ec1f60a,7/3/2020
Gerry's Pizzeria,496 Carey Ave, Wilkes-Barre, PA,8.10,8.10,0.00,58,https://onebite.app/restaurant/gerrys-pizzeria-wilkesbarre-pa-a58bd8d3,7/2/2020
Shelley's Pizza,Carey Avenue & Division St, Wilkes Barre, PA,7.30,7.40,0.10,14,https://onebite.app/restaurant/shelleys-pizza-wilkes-barre-pa-bc43d42d,7/1/2020
Angelo's Pizzeria,445 Hazle St, Wilkes-Barre, PA,8.10,8.40,0.30,106,https://onebite.app/restaurant/angelos-pizzeria-wilkesbarre-pa-28200093,6/30/2020
M & S Pizza II,424 US Hwy 46 W, Rockaway Township, NJ,6.90,7.70,0.80,38,https://onebite.app/restaurant/m-and-s-pizza-ii-rockaway-township-nj-eb0a1358,6/29/2020
Vinnie's Pizzeria & Ristorante,406 Main St, Boonton, NJ,6.80,7.80,1,8,https://onebite.app/restaurant/vinnies-pizzeria-and-ristorante-boonton-nj-386d61de,6/26/2020
Pasquale's,307 Main St, Boonton, NJ,6.50,8.00,1.50,29,https://onebite.app/restaurant/pasquales-boonton-nj-2b167691,6/25/2020
Reservoir Tavern,92 Parsippany Blvd, Boonton, NJ,7.60,8.00,0.40,72,https://onebite.app/restaurant/reservoir-tavern-boonton-nj-c1894ae7,6/24/2020
Millie’s Old World Meatballs & Pizza,60 South St, Morristown, NJ,6.70,7.80,1.10,37,https://onebite.app/restaurant/millies-old-world-meatballs-and-pizza-morristown-nj-d889186b,6/23/2020
Nonna's Pizza & Italian Restaurant,176 Columbia Turnpike, Florham Park, NJ,7.70,7.90,0.20,85,https://onebite.app/restaurant/nonnas-pizza-and-italian-restaurant-florham-park-nj-1458955c,6/21/2020
Brooklyn Boys Pizzeria,9967 Glades Rd, Boca Raton, FL,6.80,7.10,0.30,21,https://onebite.app/restaurant/brooklyn-boys-pizzeria-boca-raton-fl-ed8a685a,6/19/2020
Pizza District,6919 SW 18th St, Boca Raton, FL,7.60,7.60,0.00,45,https://onebite.app/restaurant/pizza-district-boca-raton-fl-1beaf619,6/18/2020
Tomasso's Pizza & Subs,1229 W Palmetto Park Rd, Boca Raton, FL,7.30,7.20,-0.10,25,https://onebite.app/restaurant/tomassos-pizza-and-subs-boca-raton-fl-4369d5e2,6/17/2020
Sicilian Oven,21170 St Andrews Blvd, Boca Raton, FL,7.90,7.70,-0.20,44,https://onebite.app/restaurant/sicilian-oven-boca-raton-fl-71edf231,6/16/2020
Nick's New Haven Style Pizzeria and Bar,2240 NW 19th St, Boca Raton, FL,7.70,7.40,-0.30,76,https://onebite.app/restaurant/nicks-new-haven-style-pizzeria-and-bar-boca-raton-fl-d4bbce15,6/15/2020
Sazio,131 E Atlantic Ave, Delray Beach, FL,6.60,6.90,0.3,7,https://onebite.app/restaurant/sazio-delray-beach-fl-d5158602,6/11/2020
Heritage,903 NE 5th Ave, Fort Lauderdale, FL,8.10,8.20,0.10,64,https://onebite.app/restaurant/heritage-fort-lauderdale-fl-305ce530,6/10/2020
Conte’s Pizza,309 NE 2nd Ave, Delray Beach, FL,7.20,8.80,1.60,195,https://onebite.app/restaurant/contes-pizza-delray-beach-fl-0e24dda5,6/9/2020
Nick's Pizza,137 NE 2nd Ave, Deerfield Beach, FL,7.10,7.40,0.30,26,https://onebite.app/restaurant/nicks-pizza-deerfield-beach-fl-682acbac,6/8/2020
Pizza Time,1001 SW 2nd Ave, Boca Raton, FL,7.40,7.80,0.40,37,https://onebite.app/restaurant/pizza-time-boca-raton-fl-ec420a66,6/5/2020
Pizza Craft Pizzeria & Italian Specialities,330 Himmarshee St, Fort Lauderdale, FL,8.10,8.10,0.00,157,https://onebite.app/restaurant/pizza-craft-pizzeria-and-italian-specialities-fort-lauderdale-fl-4892d456,6/4/2020
Tucci's Pizza,341 Yamato Rd, Boca Raton, FL,8.10,8.20,0.10,162,https://onebite.app/restaurant/tuccis-pizza-boca-raton-fl-16c3868d,6/3/2020
Franco & Vinny's Pizza Shack,2884 E Sunrise Blvd, Fort Lauderdale, FL,6.70,7.50,0.80,14,https://onebite.app/restaurant/franco-and-vinnys-pizza-shack-fort-lauderdale-fl-bd079ba6,6/1/2020
Primanti Bros,901 N Atlantic Blvd, Fort Lauderdale, FL,5.30,6.60,1.30,16,https://onebite.app/restaurant/primanti-bros-fort-lauderdale-fl-099ce218,5/28/2020
Luigi's Coal Oven Pizza,1415 E Las Olas Blvd, Fort Lauderdale, FL,7.80,7.50,-0.30,82,https://onebite.app/restaurant/luigis-coal-oven-pizza-fort-lauderdale-fl-e1e8c57a,5/27/2020
Pizza Time Restaurant,1076 Saint Georges Ave, Avenel, NJ,6.80,7.00,0.20,27,https://onebite.app/restaurant/pizza-time-restaurant-avenel-nj-7f8a1f86,3/18/2020
Damien's,279 Spring St, Hanson, MA,7.9,8,0.1,25,https://onebite.app/restaurant/damiens-hanson-ma-b2f9c481,#N/A
Nancy's Towne House,1453 Main St, Rahway, NJ,8.80,8.30,-0.50,201,https://onebite.app/restaurant/nancys-towne-house-rahway-nj-3091ce71,3/17/2020
Frankie Feds,831 State Route 33 E, Freehold, NJ,6.80,8.00,1.20,25,https://onebite.app/restaurant/frankie-feds-freehold-nj-17bdec87,3/16/2020
Romeo's Raintree Pizzeria,49 Village Center Dr, Freehold, NJ,7.40,7.50,0.10,24,https://onebite.app/restaurant/romeos-raintree-pizzeria-freehold-nj-cc2e5fe8,3/13/2020
Dusal's Italian Restaurant,345 W Main St, Freehold, NJ,7.20,7.50,0.30,31,https://onebite.app/restaurant/dusals-italian-restaurant-freehold-nj-41983920,3/12/2020
Federici's Family Restaurant,14 E Main St, Freehold, NJ,8.80,8.20,-0.60,326,https://onebite.app/restaurant/federicis-family-restaurant-freehold-nj-465344f5,3/11/2020
Margari Pizza,1072 2nd Ave, New York, NY,6.30,7.30,1.00,11,https://onebite.app/restaurant/margari-pizza-new-york-ny-5a5eaace,3/10/2020
Joe & Pat's Pizzeria & Restaurant,1758 Victory Blvd, Staten Island, NY,8.60,8.40,-0.20,226,https://onebite.app/restaurant/joe-and-pats-pizzeria-and-restaurant-staten-island-ny-95a7ab01,3/9/2020
Round Pie Pizza Company,1957 Victory Blvd, Staten Island, NY,7.80,8.30,0.50,106,https://onebite.app/restaurant/round-pie-pizza-company-staten-island-ny-668dbfe5,3/6/2020
Pizzeria Giove,278 New Dorp Ln, Staten Island, NY,8.10,8.10,0.00,36,https://onebite.app/restaurant/pizzeria-giove-staten-island-ny-40c2f765,3/5/2020
Frank And Danny's,4369 Amboy Rd, Staten Island, NY,7.60,7.40,-0.20,26,https://onebite.app/restaurant/frank-and-dannys-staten-island-ny-91c8ddf7,3/4/2020
Villa Monte Pizza,240 Arden Ave, Staten Island, NY,6.70,7.00,0.30,26,https://onebite.app/restaurant/villa-monte-pizza-staten-island-ny-41fc7aca,3/3/2020
T's Wine Bar + Kitchen,523 Pacific St, Stamford, CT,5.90,7.70,1.80,18,https://onebite.app/restaurant/ts-wine-bar-kitchen-stamford-ct-a77eadc7,3/2/2020
Belltown Pizzeria,31 Belltown Rd, Stamford, CT,6.90,7.40,0.50,21,https://onebite.app/restaurant/belltown-pizzeria-stamford-ct-d21fd9d7,2/28/2020
Hope Pizza Restaurant,230 Hope St, Stamford, CT,6.50,7.60,1.10,12,https://onebite.app/restaurant/hope-pizza-restaurant-stamford-ct-69f8e247,2/27/2020
Remo's,35 Bedford St, Stamford, CT,7.40,7.20,-0.20,68,https://onebite.app/restaurant/remos-stamford-ct-b545594f,2/26/2020
Pizza Brain,2313 Frankford Ave, Philadelphia, PA,6.80,7.20,0.40,62,https://onebite.app/restaurant/pizza-brain-philadelphia-pa-85d6bb38,2/24/2020
Sir Pizza,712 Crandon Blvd, Key Biscayne, FL,7.20,7.20,0.00,25,https://onebite.app/restaurant/sir-pizza-key-biscayne-fl-9864bcae,2/21/2020
Strong's Brick Oven Pizzeria; Lawrenceburg,1 E High St, Lawrenceburg, IN,6.70,7.20,0.50,38,https://onebite.app/restaurant/strongs-brick-oven-pizzeria-lawrenceburg-lawrenceburg-in-266cee62,2/20/2020
PizzaPapalis of Greektown,553 Monroe St, Detroit, MI,7.60,7.70,0.10,33,https://onebite.app/restaurant/pizzapapalis-of-greektown-detroit-mi-0853d355,2/19/2020
Giuseppe's Steel City Pizza,3658 S Nova Rd, Port Orange, FL,7.30,7.20,-0.10,46,https://onebite.app/restaurant/giuseppes-steel-city-pizza-port-orange-fl-6412652c,2/17/2020
Pete's Pizza,1441 S Nova Rd, Daytona Beach, FL,7.60,7.40,-0.20,69,https://onebite.app/restaurant/petes-pizza-daytona-beach-fl-cda5c3eb,2/16/2020
Brooklyn Square Pizza,265 S New Prospect Rd, Jackson Township, NJ,8.90,8.50,-0.40,315,https://onebite.app/restaurant/brooklyn-square-pizza-jackson-township-nj-55c92b97,2/13/2020
Pete & Elda's Bar / Carmen's Pizzeria,96 Woodland Ave, Neptune City, NJ,8.10,8.00,-0.10,268,https://onebite.app/restaurant/pete-and-eldas-bar-carmens-pizzeria-neptune-city-nj-5652ec50,2/12/2020
Amano Pizza - South Amboy,346 Bordentown Ave, South Amboy, NJ,7.90,8.00,0.10,95,https://onebite.app/restaurant/amano-pizza-south-amboy-south-amboy-nj-951f8426,2/11/2020
Napoli Pizza & Pasta,33-02 35th Ave, Queens, NY,7.50,6.80,-0.70,18,https://onebite.app/restaurant/napoli-pizza-and-pasta-queens-ny-b05d1df6,2/10/2020
Grand Avenue Pizza,34-24 30th Ave., Queens, NY,7.90,6.70,-1.20,35,https://onebite.app/restaurant/grand-avenue-pizza-queens-ny-971f14a0,2/7/2020
Rose & Joe's Italian Bakery,22-40 31st St, Queens, NY,6.80,7.10,0.30,17,https://onebite.app/restaurant/rose-and-joes-italian-bakery-queens-ny-fd0f767c,2/6/2020
Rosario's,22-55 31st St, Queens, NY,7.70,7.90,0.20,40,https://onebite.app/restaurant/rosarios-queens-ny-a947046e,2/5/2020
Spris Artisan Pizza,731 Lincoln Rd, Miami Beach, FL,6.30,7.50,1.20,13,https://onebite.app/restaurant/spris-artisan-pizza-miami-beach-fl-6a351210,2/4/2020
Grafa Pizza,1357 Washington Ave, Miami Beach, FL,7.10,7.30,0.20,30,https://onebite.app/restaurant/grafa-pizza-miami-beach-fl-6843f8dc,2/3/2020
Pizza Tropical,176 NW 24th St, Miami, FL,7.30,7.30,0.00,27,https://onebite.app/restaurant/pizza-tropical-miami-fl-1770f9f8,1/31/2020
Mom's New York Pizza,1059 Collins Ave, Miami Beach, FL,4.30,6.00,1.70,14,https://onebite.app/restaurant/moms-new-york-pizza-miami-beach-fl-c6a22e54,1/30/2020
La Leggenda Pizzeria,224 Española Wy, Miami Beach, FL,7.20,8.00,0.80,40,https://onebite.app/restaurant/la-leggenda-pizzeria-miami-beach-fl-30d9864d,1/29/2020
Blocks Pizza Deli,1447 Washington Ave, Miami Beach, FL,8.00,7.80,-0.20,75,https://onebite.app/restaurant/blocks-pizza-deli-miami-beach-fl-39643541,1/27/2020
Hi-Class Pizza,24611 Jericho Tpke, Bellerose, NY,7.40,7.00,-0.40,17,https://onebite.app/restaurant/hiclass-pizza-bellerose-ny-1485d69a,1/24/2020
Vaccaros Pizza,88-02 Little Neck Pkwy, Queens, NY,7.80,7.80,0.00,35,https://onebite.app/restaurant/vaccaros-pizza-queens-ny-1ccfe013,1/23/2020
Village Pizzeria and Restaurant,169 Tulip Ave, Floral Park, NY,6.70,7.60,0.90,33,https://onebite.app/restaurant/village-pizzeria-and-restaurant-floral-park-ny-38b47cdb,1/22/2020
Eddie's Pizza,2048 Hillside Ave., New Hyde Park, NY,7.80,7.60,-0.20,59,https://onebite.app/restaurant/eddies-pizza-new-hyde-park-ny-2df81a98,1/21/2020
Square Pizza,37-39 Clintons St, New York, NY,6.50,6.60,0.1,10,https://onebite.app/restaurant/square-pizza-new-york-ny-478ea0d1,1/20/2020
H&S Giovanni's Restaurant & Pizzeria,603 Washington St, Hoboken, NJ,6.70,6.90,0.20,30,https://onebite.app/restaurant/hands-giovannis-restaurant-and-pizzeria-hoboken-nj-09d221ce,1/17/2020
Tenth Street Pasta & Pizza,1000 Willow Ave, Hoboken, NJ,8.60,8.40,-0.20,192,https://onebite.app/restaurant/tenth-street-pasta-and-pizza-hoboken-nj-ee334b65,1/16/2020
The Brick,1122 Washington St, Hoboken, NJ,7.30,7.20,-0.10,25,https://onebite.app/restaurant/the-brick-hoboken-nj-6b3b6079,1/15/2020
Campania,9824 4th Ave, Brooklyn, NY,7.30,8.00,0.70,37,https://onebite.app/restaurant/campania-brooklyn-ny-9c4c0827,1/14/2020
Norm’s Pizza,345 Adams St, Brooklyn, NY,7.60,7.80,0.20,71,https://onebite.app/restaurant/norms-pizza-brooklyn-ny-a744833b,1/13/2020
Grandma's Original Pizza,6918 3rd Ave, Brooklyn, NY,7.20,7.70,0.5,7,https://onebite.app/restaurant/grandmas-original-pizza-brooklyn-ny-40a0fe3e,1/10/2020
"Krispy Pizza- Brooklyn, NY",7112 13th Ave, Brooklyn, NY,7.80,7.80,0.00,70,https://onebite.app/restaurant/krispy-pizza-brooklyn-ny-brooklyn-ny-66ba4b44,1/9/2020
Gino's,7414 5th Ave, Brooklyn, NY,7.60,7.20,-0.40,20,https://onebite.app/restaurant/ginos-brooklyn-ny-fd65b06f,1/8/2020
Elegante Pizzeria,6922 5th Ave, Brooklyn, NY,7.40,8.20,0.80,35,https://onebite.app/restaurant/elegante-pizzeria-brooklyn-ny-928eed37,1/7/2020
Casola's,2437 SW 17th Ave, Miami, FL,6.30,7.00,0.70,36,https://onebite.app/restaurant/casolas-miami-fl-a9696707,1/3/2020
Anthony's,308 Main St, Watertown, CT,6.90,7.30,0.40,16,https://onebite.app/restaurant/anthonys-watertown-ct-505e9256,1/2/2020
Fino Wood Fired Pizza & Bar,663 Main St, Watertown, CT,6.70,7.90,1.20,21,https://onebite.app/restaurant/fino-wood-fired-pizza-and-bar-watertown-ct-994f7195,12/27/2019
Vinny's Restaurant & Pizzeria,535 S Main St, Naugatuck, CT,6.80,7.60,0.80,15,https://onebite.app/restaurant/vinnys-restaurant-and-pizzeria-naugatuck-ct-1e846144,12/26/2019
John's Pizza Restaurant,111 Rubber Ave, Naugatuck, CT,7.20,7.50,0.3,9,https://onebite.app/restaurant/johns-pizza-restaurant-naugatuck-ct-c8d9051f,12/24/2019
Vincenzo's Pizzeria,752 Highland Ave, Waterbury, CT,7.50,7.30,-0.20,14,https://onebite.app/restaurant/vincenzos-pizzeria-waterbury-ct-9de55001,12/23/2019
Vincenzo's Pizzeria,752 Highland Ave, Waterbury, CT,7.50,7.30,-0.20,14,https://onebite.app/restaurant/vincenzos-pizzeria-waterbury-ct-9de55001,12/23/2019
Domenick & Pia Downtown Pizzeria,3 Brook St, Waterbury, CT,8.10,8.20,0.10,71,https://onebite.app/restaurant/domenick-and-pia-downtown-pizzeria-waterbury-ct-7dbd188d,12/20/2019
Jet's Pizza,120 9th Ave, New York, NY,7.40,7.50,0.10,11,https://onebite.app/restaurant/jets-pizza-new-york-ny-157fa9c8,12/19/2019
Little Italy Pizza,401 7th Ave, New York, NY,6.10,6.50,0.40,16,https://onebite.app/restaurant/little-italy-pizza-new-york-ny-50b49763,12/17/2019
Square Pizza & Chicken,167 W 48th St, New York, NY,2.20,5.20,3,7,https://onebite.app/restaurant/square-pizza-and-chicken-new-york-ny-b3438384,12/16/2019
John's Pizzeria,87 Sussex St, Jersey City, NJ,7.60,8.10,0.50,29,https://onebite.app/restaurant/johns-pizzeria-jersey-city-nj-2302c157,12/13/2019
Porta,135 Newark Ave, Jersey City, NJ,7.10,7.70,0.60,52,https://onebite.app/restaurant/porta-jersey-city-nj-6fdadc2e,12/12/2019
Razza,275/277 Grove St, Jersey City, NJ,8.10,8.40,0.30,125,https://onebite.app/restaurant/razza-jersey-city-nj-e254e8ce,12/11/2019
DC PIE CO. Brickell,1010 Brickell Ave, Miami, FL,7.10,7.80,0.70,23,https://onebite.app/restaurant/dc-pie-co-brickell-miami-fl-ad58934b,12/10/2019
Andiamo! Brick Oven Pizza,5600 Biscayne Blvd, Miami, FL,6.80,7.70,0.90,21,https://onebite.app/restaurant/andiamo-brick-oven-pizza-miami-fl-09b6e91b,12/9/2019
Pizza Bar Collins Ave,1627 Collins Ave, Miami Beach, FL,6.10,6.70,0.60,42,https://onebite.app/restaurant/pizza-bar-collins-ave-miami-beach-fl-7e275e9f,12/7/2019
Pizza Tree,909 Cherry St, Columbia, MO,6.60,7.30,0.70,32,https://onebite.app/restaurant/pizza-tree-columbia-mo-88850dcc,12/6/2019
Shakespeare's Pizza - Downtown,225 S 9th St, Columbia, MO,6.70,7.00,0.30,49,https://onebite.app/restaurant/shakespeares-pizza-downtown-columbia-mo-928f3550,12/5/2019
Tommy's Pizza,936 Chalkstone Ave, Providence, RI,7.20,7.00,-0.20,13,https://onebite.app/restaurant/tommys-pizza-providence-ri-3c89b564,12/3/2019
Providence Coal Fired Pizza,385 Westminster St, Providence, RI,7.40,7.70,0.30,95,https://onebite.app/restaurant/providence-coal-fired-pizza-providence-ri-1d6bd3be,12/2/2019
Tony D's,3 Hanford Pl, Caldwell, NJ,7.90,8.00,0.10,96,https://onebite.app/restaurant/tony-ds-caldwell-nj-70bd3067,11/29/2019
